id,text,author
id21722,"Of marble and porphyry are the houses, and roofed with glittering gold that reflects the rays of the sun and enhances the splendour of the cities as blissful gods view them from the distant peaks.",HPL
id18139,Talbot took a seat at his side.,EAP
id14537,"He roamed from chamber to chamber with hurried, unequal, and objectless step.",EAP
id06789,"I entered, carrying my bicycle, and closed the door behind me.",HPL
id13972,"But if I am right, a great point is gained.",EAP
id09642,"Across the chasm, the wavelets washed the base of the Cyclopean monolith; on whose surface I could now trace both inscriptions and crude sculptures.",HPL
id12216,"Ryland, whom I have so long detained, has stipulated that I shall suffer him to depart before the end of this month.",MWS
id09211,"The man came upon me at about two one cloudy August morning, as I was threading a series of detached courtyards; now accessible only through the unlighted hallways of intervening buildings, but once forming parts of a continuous network of picturesque alleys.",HPL
id09450,"At length, the populace took the alarm, and pursued me.",EAP
id24507,"Then, whispered Castro, those first men formed the cult around small idols which the Great Ones shewed them; idols brought in dim aeras from dark stars.",HPL
id20161,"In the next, a dozen stout arms were toiling at the wall.",EAP
id11710,Does not every one love and admire him?,MWS
id02796,The storm was still abroad in all its wrath as I found myself crossing the old causeway.,EAP
id15575,"In this way he became a kind of humorist, for he did not see that even humour is empty in a mindless universe devoid of any true standard of consistency or inconsistency.",HPL
id15093,Only once in a while a lanthorn bobbed horribly through serpentine alleys on its way to overtake the throng that was now slipping speechlessly into the church.,HPL
id27867,"Our future is perfected, ultimate, immortal.",EAP
id19315,"It was a melancholy reflection; and in spite of the diminution of evil produced, it struck on the heart as a wretched mockery.",MWS
id19398,For some minutes the old man seemed too much exhausted to speak.,EAP
id01572,"His form was very slight, thin almost to cadaverousness; and his voice proved phenomenally soft and hollow, though not particularly deep.",HPL
id02634,"In the meantime we were shown into a small parlor, and sat down.",EAP
id02449,"It is almost superfluous to add that the glasses of the instrument, as worn by the old lady, had been exchanged by her for a pair better adapted to my years.",EAP
id23681,Power therefore was the aim of all his endeavours; aggrandizement the mark at which he for ever shot.,MWS
id15022,And it is only in common with other talents that it produces effects which may be fully enjoyed in solitude.,EAP
id21543,For a moment I was too much amazed to think with accuracy.,EAP
id13745,"He wrapt her in his arms; he imprinted breathless kisses on her burning lips; he called to her in a voice of subdued anguish by the tenderest names; ""Return Elinor; I am with you; your life, your love.",MWS
id22572,"Resolved to try another building, I groped my way back toward the courtyard, but stopped short when close to the doorway.",HPL
id12741,"Yet she appeared confident in innocence and did not tremble, although gazed on and execrated by thousands, for all the kindness which her beauty might otherwise have excited was obliterated in the minds of the spectators by the imagination of the enormity she was supposed to have committed.",MWS
id16477,"A cavern of gold, lying deep below a mountain lake, had enriched its venerable finder beyond his wildest dreams, and now formed the seat of extensive tunnelling operations on the part of the corporation to which it had finally been sold.",HPL
id17768,"This summer extinguished our hopes, the vessel of society was wrecked, and the shattered raft, which carried the few survivors over the sea of misery, was riven and tempest tost.",MWS
id01972,"This letter will reach England by a merchantman now on its homeward voyage from Archangel; more fortunate than I, who may not see my native land, perhaps, for many years.",MWS
id16692,It was half past five; I could easily walk to the insurance office in five minutes; and my usual siestas had never been known to exceed five and twenty.,EAP
id15340,We admitted no visitors.,EAP
id15834,"Confronted at last with the Atlantis I had formerly deemed largely a myth, I was the most eager of explorers.",HPL
id02585,"Did those ancient, unplumbed warrens teem with a twisted, uncatalogued, and unsuspected life?",HPL
id12972,"When a rise in the road brings the mountains in view above the deep woods, the feeling of strange uneasiness is increased.",HPL
id26062,"Determined to visit Jan in person, he went into the mountains on horseback.",HPL
id22945,Most daemoniacal of all shocks is that of the abysmally unexpected and grotesquely unbelievable.,HPL
id10058,"Gradually, however, he fell into a more and more hopeless state of stupor, and, finally, it was thought that he died.",EAP
id25423,"I besought her to calm herself; a kindly shower of tears relieved her, and by degrees she related her tale of fear and peril.",MWS
id12990,From Italy they visited Germany and France.,MWS
id14481,"As I waited on the rough, mossy rock which served as a doorstep, I glanced at the neighbouring windows and the panes of the transom above me, and noticed that although old, rattling, and almost opaque with dirt, they were not broken.",HPL
id03617,"You would deceive me, but I will not be deceived.",MWS
id04776,"I was shuddering because not one of my pursuers, despite some hideous pantings, gruntings, and subdued barkings at odd intervals, was uttering an unmuffled or intelligible vocal sound.",HPL
