text,author
"Finally, setting his arms a-kimbo, he condescended to reply.",EAP
I can call to mind only the beads of his discourse.,EAP
He would be obliged to me if I would hold my tongue.,EAP
He wished none of my advice.,EAP
He despised all my insinuations.,EAP
He was old enough to take care of himself.,EAP
Did I still think him baby Dammit?,EAP
Did I mean to say any thing against his character?,EAP
Did I intend to insult him?,EAP
Was I a fool?,EAP
"Was my maternal parent aware, in a word, of my absence from the domiciliary residence?",EAP
"He would put this latter question to me as to a man of veracity, and he would bind himself to abide by my reply.",EAP
Once more he would demand explicitly if my mother knew that I was out.,EAP
"My confusion, he said, betrayed me, and he would be willing to bet the Devil his head that she did not.",EAP
Mr. Dammit did not pause for my rejoinder.,EAP
"Turning upon his heel, he left my presence with undignified precipitation.",EAP
It was well for him that he did so.,EAP
My feelings had been wounded.,EAP
Even my anger had been aroused.,EAP
For once I would have taken him up upon his insulting wager.,EAP
"I would have won for the Arch-Enemy Mr. Dammit's little head -- for the fact is, my mamma was very well aware of my merely temporary absence from home.",EAP
But Khoda shefa midehed -- Heaven gives relief -- as the Mussulmans say when you tread upon their toes.,EAP
"It was in pursuance of my duty that I had been insulted, and I bore the insult like a man.",EAP
"It now seemed to me, however, that I had done all that could be required of me, in the case of this miserable individual, and I resolved to trouble him no longer with my counsel, but to leave him to his conscience and himself.",EAP
"But although I forebore to intrude with my advice, I could not bring myself to give up his society altogether.",EAP
"I even went so far as to humor some of his less reprehensible propensities; and there were times when I found myself lauding his wicked jokes, as epicures do mustard, with tears in my eyes: -- so profoundly did it grieve me to hear his evil talk.",EAP
"* * * * * * * One fine day, having strolled out together, arm in arm, our route led us in the direction of a river.",EAP
"There was a bridge, and we resolved to cross it.",EAP
"It was roofed over, by way of protection from the weather, and the archway, having but few windows, was thus very uncomfortably dark.",EAP
"As we entered the passage, the contrast between the external glare and the interior gloom struck heavily upon my spirits.",EAP
"Not so upon those of the unhappy Dammit, who offered to bet the Devil his head that I was hipped.",EAP
He seemed to be in an unusual good humor.,EAP
He was excessively lively -- so much so that I entertained I know not what of uneasy suspicion.,EAP
It is not impossible that he was affected with the transcendentals.,EAP
"I am not well enough versed, however, in the diagnosis of this disease to speak with decision upon the point; and unhappily there were none of my friends of the ""Dial"" present.",EAP
"I suggest the idea, nevertheless, because of a certain species of austere Merry-Andrewism which seemed to beset my poor friend, and caused him to make quite a Tom-Fool of himself.",EAP
"Nothing would serve him but wriggling and skipping about under and over every thing that came in his way; now shouting out, and now lisping out, all manner of odd little and big words, yet preserving the gravest face in the world all the time.",EAP
I really could not make up my mind whether to kick or to pity him.,EAP
"At length, having passed nearly across the bridge, we approached the termination of the footway, when our progress was impeded by a turnstile of some height.",EAP
"Through this I made my way quietly, pushing it around as usual.",EAP
But this turn would not serve the turn of Mr. Dammit.,EAP
"He insisted upon leaping the stile, and said he could cut a pigeon-wing over it in the air.",EAP
"Now this, conscientiously speaking, I did not think he could do.",EAP
"The best pigeon-winger over all kinds of style was my friend Mr. Carlyle, and as I knew he could not do it, I would not believe that it could be done by Toby Dammit.",EAP
"I therefore told him, in so many words, that he was a braggadocio, and could not do what he said.",EAP
For this I had reason to be sorry afterward; -- for he straightway offered to bet the Devil his head that he could.,EAP
"I was about to reply, notwithstanding my previous resolutions, with some remonstrance against his impiety, when I heard, close at my elbow, a slight cough, which sounded very much like the ejaculation ""ahem!""",EAP
"I started, and looked about me in surprise.",EAP
"My glance at length fell into a nook of the frame -- work of the bridge, and upon the figure of a little lame old gentleman of venerable aspect.",EAP
"Nothing could be more reverend than his whole appearance; for he not only had on a full suit of black, but his shirt was perfectly clean and the collar turned very neatly down over a white cravat, while his hair was parted in front like a girl's.",EAP
"His hands were clasped pensively together over his stomach, and his two eyes were carefully rolled up into the top of his head.",EAP
