id,text,author
id17473,Thus awaking long night seemed nonentity regions fairy land palace imagination wild dominions monastic thought erudition singular I gazed around startled ardent eye I loitered away boyhood books dissipated youth reverie singular years rolled away noon manhood found still mansion fathers wonderful stagnation fell upon springs life wonderful total inversion took place character commonest thought,EAP
id05813,As tell tale see I escape already possession mode escape effected must therefore anticipate I farther say I bring story quickly conclusion,EAP
id05743,One thing curious,HPL
id15387,It Mr Ainsworth made extraordinary fancy means unreasonable chimerical proposition instantly seconded Mr Holland viz take advantage strong gale bore us place beating back Paris make attempt reach coast North America,EAP
id24384,Who king Epiphanes,EAP
id03251,The little cliff upon whose edge carelessly thrown rest weightier portion body hung kept falling tenure elbow extreme slippery edge little cliff arose sheer unobstructed precipice black shining rock fifteen sixteen hundred feet world crags beneath us,EAP
id04645,Not even monstrosity color wanting sunlight came chasm tinted orange purple vivid green grass valley reflected less upon objects curtain vapor still hung overhead loth take total departure scene enchantingly beautiful,EAP
id15586,O blessed sleep Often miserable I sank repose dreams lulled even rapture,MWS
id20702,Louder louder wilder wilder mounted shrieking whining desperate viol,HPL
id12240,Immediately Top Kapou gate near Mahomet made breach entered city,MWS
id09021,A weekly paper Le Soleil following comments upon discovery comments merely echoed sentiment whole Parisian press The things evidently least three four weeks mildewed hard action rain stuck together mildew,EAP
id26977,We remained five months London three joy two sorrow,MWS
id18829,Not I feel least indebted upon score exceedingly weak minded parents beyond doubt would made arrant genius last guardian angel come good time rescue,EAP
id11833,She seemed also conscious cause unknown gradual alienation regard gave hint token nature,EAP
id21520,Fine delicate Turn little wonders,EAP
id22449,Some inquiries made readily answered,EAP
id05644,She looked steadily life assumed duties courage zeal,MWS
id23569,No Well disclosure document third person shall nameless would bring question honor personage exalted station fact gives holder document ascendancy illustrious personage whose honor peace jeopardized,EAP
id22976,Having taken fortified places foot mountains way lay open plateau unless every citizen could resist strength ten men,HPL
id24259,Methought spirit whispered evil counsel soothing traitorous somnolence damnable rhythmical promise repeated Slumber watcher till spheres Six twenty thousand years Have revolv I return To spot I burn,HPL
id00324,One might easily imagine alien nucleus substance energy formless otherwise kept alive imperceptible immaterial subtractions life force bodily tissues fluids palpably living things penetrates whose fabric sometimes completely merges,HPL
id03442,His reasons however yet matured expression,EAP
id12155,For reason determined nobody shall thing proceedings elbowed male relatives way according representations singular manner,EAP
id25214,This may seem madness yet also pride resolution wonder pride tameless resolution unalterable,MWS
id14103,This passion detrimental reflect YOU cause excess,MWS
id12710,A white flame still enveloped building like shroud streaming far away quiet atmosphere shot forth glare preternatural light cloud smoke settled heavily battlements distinct colossal figure horse,EAP
id22142,People sometimes heard queerest kind sounds,HPL
id11209,The heart soul Raymond Perdita mingled even two mountain brooks join descent murmuring sparkling flow shining pebbles beside starry flowers let one desert primal course dammed choaking obstruction shrinks altered banks,MWS
id01788,You Mon dieu Ma selle Salsafette cried dozen voices,EAP
id22124,The trail Sentinel Hill seemed Armitage almost cataclysmic significance looked long sinister altar like stone summit,HPL
id27906,For moment recollections hopelessly hazy knew least must sleep walking,HPL
id05638,Each day dawn left night encampment watched shadows retreated hill valley golden splendour sun approach,MWS
id27942,I alone foolhardiness mixed love grotesque terrible made career series quests strange horrors literature life,HPL
id03264,Subscriptions made emigrants merchants bankrupt failure trade,MWS
id10210,He leaned upon heavily,EAP
id08399,She even advantage I recollection parents clung brother friend alliance completed distaste protectors felt every error magnified crimes,MWS
id08996,And The Diary Late Physician merit lay good rant indifferent Greek taking things public,EAP
id27918,For time spirit hilarity kept length Perdita receded piano Raymond joined trio Taci ingiusto core Don Giovanni whose arch entreaty softened tenderness thrilled heart memories changed past voice tone self sounds words often received homage love longer concord sound dissonance expression penetrated regret despair,MWS
id08592,That functionary however failed circumgyratory movements bestow thought upon important subject securing packet question seen upon inspection fallen proper hands actually addressed Professor Rub dub official capacities President Vice President Rotterdam College Astronomy,EAP
id25016,I lay upon grass surrounded darkness slightest beam light penetrated There sound deep night laid sleep insects creatures lived lone spot tree shrub could afford shelter aught else There wondrous silence air calmed senses yet enlivened soul mind hurried image image seemed grasp eternity,MWS
id11500,It wisely advised burgesses Ulthar passed remarkable law slaying cats first told young priest Atal black cats go midnight St John Eve,HPL
id14329,In spring Wilbur birth Lavinia resumed customary rambles hills bearing misproportioned arms swarthy child,HPL
id26201,The guides bring materials renewing light none resource return came,MWS
id18742,Even army Greece,MWS
id12805,On eve third day I retired early room I could sleep paced night chamber may Scotland midsummer watched crimson track sun almost skirted northern horizon,MWS
id09949,Klenze gone mad perished reaching sinister remnant past unwholesomely remote advised go,HPL
id01644,I answered stillness night loud fiendish laugh,MWS
id25865,Day day passed discussed projects evening night occupied debates offered conclusion,MWS
id15042,But told upon evening Madame Deluc well eldest son heard screams female vicinity inn,EAP
id07662,The effect scene incantation communicated portion power followed,MWS
id16255,I asserted said decide point I wish glance little sketch I traced upon paper,EAP
id20157,I say seemed resemble sobbing sighing course could either,EAP
id11583,For something nature I indeed prepared less letter reminiscences certain boyish traits conclusions deduced peculiar physical conformation temperament,EAP
id02049,Should ever tempted magnificent speculation loses distinctive features becomes term financier,EAP
id05910,The unfortunate whose first attack extreme character occasionally seen would almost inevitably consigned alive tomb,EAP
id14733,Do answer I know objections reply order,MWS
id23481,To Peter Proffit Walking Advertiser Drs,EAP
id09403,How long I remained state impossible say,EAP
id04261,The movement jaws effort cry aloud showed bound usual dead,EAP
id19127,I think pursuit knowledge exception rule,MWS
id22209,If I survive lost I far better dead,MWS
id16662,Wudn bother strangers might bear tales aoutside withaout got pryin,HPL
id04874,If died could found record murderer whose cruel act might compare,MWS
