,text,author
758,"But that would be a cruel kindness, and I dare not do it.",MWS
759,"What would be your surprise, my son, when you expected a happy and glad welcome, to behold, on the contrary, tears and wretchedness?",MWS
760,"And how, Victor, can I relate our misfortune?",MWS
761,Absence cannot have rendered you callous to our joys and griefs; and how shall I inflict pain on my long absent son?,MWS
762,"I wish to prepare you for the woeful news, but I know it is impossible; even now your eye skims over the page to seek the words which are to convey to you the horrible tidings.",MWS
763,"“William is dead!—that sweet child, whose smiles delighted and warmed my heart, who was so gentle, yet so gay!",MWS
764,"Victor, he is murdered!",MWS
765,“I will not attempt to console you; but will simply relate the circumstances of the transaction.,MWS
766,"“Last Thursday (May 7th), I, my niece, and your two brothers, went to walk in Plainpalais.",MWS
767,"The evening was warm and serene, and we prolonged our walk farther than usual.",MWS
768,"It was already dusk before we thought of returning; and then we discovered that William and Ernest, who had gone on before, were not to be found.",MWS
769,We accordingly rested on a seat until they should return.,MWS
770,"Presently Ernest came, and enquired if we had seen his brother; he said, that he had been playing with him, that William had run away to hide himself, and that he vainly sought for him, and afterwards waited for a long time, but that he did not return.",MWS
771,"“This account rather alarmed us, and we continued to search for him until night fell, when Elizabeth conjectured that he might have returned to the house.",MWS
772,He was not there.,MWS
773,"We returned again, with torches; for I could not rest, when I thought that my sweet boy had lost himself, and was exposed to all the damps and dews of night; Elizabeth also suffered extreme anguish.",MWS
774,"About five in the morning I discovered my lovely boy, whom the night before I had seen blooming and active in health, stretched on the grass livid and motionless; the print of the murder’s finger was on his neck.",MWS
775,"“He was conveyed home, and the anguish that was visible in my countenance betrayed the secret to Elizabeth.",MWS
776,She was very earnest to see the corpse.,MWS
777,"At first I attempted to prevent her but she persisted, and entering the room where it lay, hastily examined the neck of the victim, and clasping her hands exclaimed, ‘O God!",MWS
778,"I have murdered my darling child!’  “She fainted, and was restored with extreme difficulty.",MWS
779,"When she again lived, it was only to weep and sigh.",MWS
780,"She told me, that that same evening William had teased her to let him wear a very valuable miniature that she possessed of your mother.",MWS
781,"This picture is gone, and was doubtless the temptation which urged the murderer to the deed.",MWS
782,"We have no trace of him at present, although our exertions to discover him are unremitted; but they will not restore my beloved William!",MWS
783,"“Come, dearest Victor; you alone can console Elizabeth.",MWS
784,"She weeps continually, and accuses herself unjustly as the cause of his death; her words pierce my heart.",MWS
785,"We are all unhappy; but will not that be an additional motive for you, my son, to return and be our comforter?",MWS
786,"I now say, Thank God she did not live to witness the cruel, miserable death of her youngest darling!",MWS
787,"“Come, Victor; not brooding thoughts of vengeance against the assassin, but with feelings of peace and gentleness, that will heal, instead of festering, the wounds of our minds.",MWS
788,"Enter the house of mourning, my friend, but with kindness and affection for those who love you, and not with hatred for your enemies.",MWS
789,"“Your affectionate and afflicted father,  “Alphonse Frankenstein.",MWS
790,"“Geneva, May 12th, 17—.”    Clerval, who had watched my countenance as I read this letter, was surprised to observe the despair that succeeded the joy I at first expressed on receiving new from my friends.",MWS
791,"I threw the letter on the table, and covered my face with my hands.",MWS
792,"“My dear Frankenstein,” exclaimed Henry, when he perceived me weep with bitterness, “are you always to be unhappy?",MWS
793,"My dear friend, what has happened?”  I motioned him to take up the letter, while I walked up and down the room in the extremest agitation.",MWS
794,"Tears also gushed from the eyes of Clerval, as he read the account of my misfortune.",MWS
